SYMBOL	ID	ENTREZID	GENENAME	CHR	CHRLOC	ectoderm_rep1	endoderm_rep1	endoderm_rep2	HUES64_rep1	mesoderm_rep1	mesoderm_rep2	ectoderm_rep2	ectoderm_rep3	HUES64_rep2
UBL4A	gene36839	8266	ubiquitin-like 4A	X	-153712056	4.93	7.44	5.56	4.47	7.36	7.01	6.42	6.24	4.31
FAM49A	gene3684	81553	family with sequence similarity 49, member A	2	 -16730730	0.83	3.01	2.56	1.08	3.26	2.59	0.94	1	0.79
SLC10A3	gene36840	8273	solute carrier family 10, member 3	X	-153715650	1	1.69	1.93	1.31	4.78	3.46	2.1	2.21	1.48
FAM3A	gene36841	60343	family with sequence similarity 3, member A	X	-153733327	2.61	4.32	3.7	2.03	4.98	3.83	2.68	3.29	1.83
G6PD	gene36842	2539	glucose-6-phosphate dehydrogenase	X	-153759606	11.32	15.91	14.44	11.73	20.42	15.52	17.02	17.6	12.45
IKBKG	gene36843	8517	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	X	 153775562;  153776062;  153770459	2.79	3.67	3.11	1.87	3.89	2.69	3.76	3.18	2.57
FAM223A	gene36844	100132967	family with sequence similarity 223, member A (non-protein coding)	X	-153860739;  153799479	0	0.05	0	0	0.06	0	0.21	0.12	0
ATF4P2	gene36845	340600	activating transcription factor 4 pseudogene 2	X	NA	0.02	0.02	0.05	0	0.03	0	0.05	0.03	0.02
ATF4P1	gene36848	469	activating transcription factor 4 pseudogene 1	X	NA	0.02	0.02	0.05	0	0.03	0	0.05	0.03	0.02
FAM223B	gene36849	286967	family with sequence similarity 223, member B (non-protein coding)	X	-153860739;  153799479	0	0.05	0	0	0.06	0	0.21	0	0
IKBKGP1	gene36850	246210	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma pseudogene 1	X	NA	0.72	0.53	1.32	0.55	0.36	0.58	0.36	1.55	0.39
GAB3	gene36853	139716	GRB2-associated binding protein 3	X	-153903527	0	0.03	0.01	0.05	0.42	0.25	0.01	0	0.04
DKC1	gene36854	1736	dyskeratosis congenita 1, dyskerin	X	 153991031	11.85	17.33	13.54	18.26	10.74	9.51	21.06	20.91	21.93
SNORA36A	gene36855	677817	small nucleolar RNA, H/ACA box 36A	X	 153996803	0	0	0	0	0	10.18	13.29	5.07	0
SNORA56	gene36857	677835	small nucleolar RNA, H/ACA box 56	X	 154003273	12.53	11.43	25.47	38.46	14.36	24.73	0	5.66	58.34
MPP1	gene36858	4354	membrane protein, palmitoylated 1, 55kDa	X	-154006959	0.18	2.44	2.01	2.41	6.45	5.99	0.15	0.22	1.74
HMGN1P37	gene36859	728776	high mobility group nucleosome binding domain 1 pseudogene 37	X	NA	1.49	1.46	2.04	1.18	1.66	1.39	4.3	2.91	1.1
PSMC1P10	gene3686	388925	proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 10	2	NA	0.04	0	0	0	0	0	0	0	0
F8	gene36861	2157	coagulation factor VIII, procoagulant component	X	-154064064	0.34	0.2	0.19	0.17	0.3	0.42	0.47	0.56	0.26
H2AFB1	gene36862	474382	H2A histone family, member B1	X	 154610428; -154689080;  154113317	0	0.08	0	0	0	0	0	0	0
F8A1	gene36863	8263	coagulation factor VIII-associated 1	X	 154611749; -154686575;  154114635	3.73	5.34	4.68	4.11	4.29	3.31	6.46	6.28	4.8
EEF1A1P31	gene36865	553820	eukaryotic translation elongation factor 1 alpha 1 pseudogene 31	X	NA	0.05	0.14	0.15	0.05	0.09	0.05	0.28	0.22	0.03
FUNDC2	gene36867	65991	FUN14 domain containing 2	X	 154255064	6.75	10.79	8.79	5.28	7.28	5.93	9.22	8.42	4.87
CMC4	gene36868	100272147	C-x(9)-C motif containing 4	X	-154289900	3.51	4.19	3.05	2.57	3.89	4.43	4.45	5.34	2.53
MTCP1	gene36869	4515	mature T-cell proliferation 1	X	-154292309	0.39	0.29	0.07	0.18	0.31	0.14	0.33	0.36	0.11
RAD51AP2	gene3687	729475	RAD51 associated protein 2	2	 -17691986	0.07	0.04	0.04	0.02	0.04	0	0.16	0.06	0
BRCC3	gene36870	79184	BRCA1/BRCA2-containing complex, subunit 3	X	 154299695	4.06	3.97	3.01	4.21	2.91	2.79	9.39	8.24	4.68
VBP1	gene36871	7411	von Hippel-Lindau binding protein 1	X	 154444701	19.69	29.67	27.03	17.85	19.35	19.19	30.05	27.63	16.96
RAB39B	gene36872	116442	RAB39B, member RAS oncogene family	X	-154487526	1.65	2.16	1.44	1.21	0.58	0.38	2.53	2.33	1.49
CLIC2	gene36873	1193	chloride intracellular channel 2	X	-154505500	0.07	0.05	0.08	0.02	0.08	0.03	0.13	0.03	0.03
TWF1P2	gene36874	494555	twinfilin 1 pseudogene 2	X	NA	0.02	0	0	0	0	0	0	0	0
PHF10P1	gene36875	158905	PHD finger protein 10 pseudogene 1	X	NA	3.33	5.3	4.36	1.78	4.27	2.37	11.95	9.43	2.01
LOC553939	gene36876	553939	trimethyllysine hydroxylase, epsilon pseudogene	X	NA	0.32	0.74	0.5	0.05	0.26	0.3	0.71	0.43	0.19
VSNL1	gene3688	7447	visinin-like 1	2	  17721807	12.97	1.68	0.59	11.36	0.25	0.22	27.34	17.25	10.56
H2AFB3	gene36882	83740	H2A histone family, member B3	X	 154113317;  154610428; -154689080	0.16	0.08	0	0	0	0	0	0	0
TMLHE-AS1	gene36883	100507404	TMLHE antisense RNA 1	X	 154696201; -154576450	0.11	0.16	0.04	0.04	0.04	0.04	0.06	0.18	0.03
TMLHE	gene36884	55217	trimethyllysine hydroxylase, epsilon	X	-154718673; -154722196	3.67	4.93	4.02	1.72	5.87	5.04	4.52	4.3	2.64
SPRY3	gene36885	10251	sprouty homolog 3 (Drosophila)	X; Y	  59100457;  154997451	0.11	0.19	0.12	0.08	0.34	0.27	0.17	0.16	0.13
VAMP7	gene36887	6845	vesicle-associated membrane protein 7	X; Y	 155110943;   59213949	2.88	3.17	3.25	2.24	6.79	6.24	4.48	3.72	1.8
TRPC6P	gene36889	644218	transient receptor potential cation channel, subfamily C, member 6 pseudogene	X; Y	NA	0	0	0	0	0	0.04	0	0	0
SMC6	gene3689	79677	structural maintenance of chromosomes 6	2	 -17845079	5.33	7.4	6.7	6.8	5.14	6.44	10.02	8.39	6.17
IL9R	gene36890	3581	interleukin 9 receptor	X; Y	  59330252;  155227246	0.01	0.05	0	0	0.02	0.02	0	0	0
WASH6P	gene36891	653440	WAS protein family homolog 6 pseudogene	X; Y	NA	2.43	4.16	2.77	1.34	2.92	2	3.48	3.48	0.98
DDX11L16	gene36892	727856	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 16	X; Y	NA	0.07	0.1	0.06	0.01	0.02	0.03	0.12	0.12	0.02
LOC100507426	gene36893	100507426	uncharacterized LOC100507426	X; Y	NA	0	0.08	0	0	0	0	0	0	0
LINC00108	gene36894	NA	NA	NA	NA	0.06	0.11	0.12	0.02	0.13	0	0.29	0.13	0.03
PLCXD1	gene36895	55344	phosphatidylinositol-specific phospholipase C, X domain containing 1	X; Y	    198061;     148061;     192991;     142991	6.15	7.09	5.83	5.66	3.65	2.81	12.38	10.26	5.94
GTPBP6	gene36896	8225	GTP binding protein 6 (putative)	X; Y	   -221426;    -171426	4.73	7.23	5.48	4.86	4.87	4.79	8.36	9.39	5.07
LINC00685	gene36897	283981	long intergenic non-protein coding RNA 685	X; Y	    231385;     281385	0.32	1.2	0.98	0.17	0.64	0.19	1.44	1.93	0.29
PPP2R3B	gene36898	28227	protein phosphatase 2, regulatory subunit B'', beta	X; Y	   -294668;    -244668	4.43	5	4.74	3.11	5.11	3.65	4.42	4.39	2.7
SHOX	gene36899	6473	short stature homeobox	X; Y	    585079;     535079	0	0.08	0.11	0.05	0	0.09	0.21	0.09	0.03
GEN1	gene3690	348654	GEN1 Holliday junction 5' flap endonuclease	2	  17935177;   17935414	2.28	2.58	2.65	2.05	1.24	1.49	4.17	3.12	2.1
CRLF2	gene36902	64109	cytokine receptor-like factor 2	X; Y	  -1314894;   -1264894;   -1314887;   -1264887	0	0	0	0	0	0	0	0.06	0
CSF2RA	gene36903	1438	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	X; Y	   1337693;    1387693;    1401571;    1351571	0.45	0.12	0.18	0.24	0.16	0.1	0.85	0.77	0.18
IL3RA	gene36905	3563	interleukin 3 receptor, alpha (low affinity)	X; Y	   1405509;    1455509	0	0.02	0	0.02	0.39	0.32	0.02	0	0
SLC25A6	gene36906	293	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	X; Y	  -1505045;   -1455045	65.16	91.3	72.55	69.17	85.5	66.4	96.66	92.29	67.29
ASMTL-AS1	gene36907	80161	ASMTL antisense RNA 1	X; Y	   1469424;    1519424	0.47	0.71	0.48	0.08	0.39	0.28	1.47	1.07	0.14
ASMTL	gene36908	8623	acetylserotonin O-methyltransferase-like	X; Y	  -1472032;   -1522032	9.38	7.15	5.61	4.89	7.57	5.95	18.61	14.36	4.3
P2RY8	gene36909	286530	purinergic receptor P2Y, G-protein coupled, 8	X; Y	  -1531466;   -1581466	0.01	0.01	0.01	0	0	0	0.04	0.06	0
MSGN1	gene3691	343930	mesogenin 1	2	  17997786	0	0	0	0.14	0	0	0	0	0.3
AKAP17A	gene36910	8227	A kinase (PRKA) anchor protein 17A	X; Y	   1710486;    1660486	3.53	6.24	4.93	2.49	5.62	4.77	4.5	4.24	2.92
ASMT	gene36911	438	acetylserotonin O-methyltransferase	X; Y	   1733941;    1683941;    1714348;    1664348;    1734026;    1684026	0.03	0.03	0.07	0.03	0	0.04	0.09	0.08	0.07
DHRSX	gene36912	207063	dehydrogenase/reductase (SDR family) X-linked	X; Y	  -2087555;   -2137555	2.29	3.69	3.04	2.03	2.56	2.23	3.32	2.81	1.83
ZBED1	gene36913	9189	zinc finger, BED-type containing 1	X; Y	  -2404455;   -2354455	4.71	5.62	5.11	2.82	2.54	1.91	10.38	8.28	3
CD99P1	gene36914	401577	CD99 molecule pseudogene 1	X; Y	   2477306;    2527306	1.62	1.53	0.98	0.57	0.75	0.98	3.05	2.14	0.56
LINC00102	gene36915	100359394	long intergenic non-protein coding RNA 102	X; Y	  -2531032	0	0.03	0	0	0	0	0.04	0.07	0
CD99	gene36916	4267	CD99 molecule	X; Y	   2609228;    2559228	14.92	34.33	30.49	6.98	73.97	62.29	22.74	26.06	5.6
SRY	gene36918	6736	sex determining region Y	Y	  -2654896	0.83	0.9	0.87	0.24	0	0.09	1.31	1.1	0.47
KCNS3	gene3692	3790	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	2	  18059945	1.29	0.73	0.68	2.59	0.55	0.21	2.43	1.86	2.16
RPS4Y1	gene36921	6192	ribosomal protein S4, Y-linked 1	Y	   2709623	77.58	116.91	90.31	60	95.65	73.74	114.09	109.51	58.3
HSFY3P	gene36922	442479	heat shock transcription factor, Y-linked 3, pseudogene	Y	NA	0	0	0	0	0	0	0.04	0.06	0
NAP1L1P2	gene36923	100128894	nucleosome assembly protein 1-like 1 pseudogene 2	Y	NA	0	0	0	0	0	0	0.17	0	0.05
ZFY	gene36924	7544	zinc finger protein, Y-linked	Y	   2803518;    2803112	1.98	1.97	2.42	1.28	1.57	2.03	4.07	2.92	1.35
LINC00278	gene36926	100873962	long intergenic non-protein coding RNA 278	Y	   2871037	0	0	0	0	0	0	0.12	0	0
NT5C1B-RDH14	gene3693	100526794	NT5C1B-RDH14 readthrough	2	 -18735989	0	0	0	0	0	0	0	0	0.03
UBE2V1P3	gene36933	359798	ubiquitin-conjugating enzyme E2 variant 1 pseudogene 3	Y	NA	0	0	0	0.03	0	0	0	0.04	0
SERBP1P2	gene36934	359996	SERPINE1 mRNA binding protein 1 pseudogene 2	Y	NA	0.03	0.07	0.07	0	0.15	0.07	0.23	0.12	0
PCDH11Y	gene36935	83259	protocadherin 11 Y-linked	Y	   4924131;    4868267	0.58	1	0.88	0.45	0.74	0.57	1.51	1.25	0.36
EIF4A1P2	gene36937	359792	eukaryotic translation initiation factor 4A1 pseudogene 2	Y	NA	0	0	0	0.05	0.05	0	0	0	0.04
KRT18P10	gene36938	360019	keratin 18 pseudogene 10	Y	NA	0	0.06	0	0	0.05	0	0	0	0.03
RDH14	gene3694	57665	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	2	 -18735989	4.42	5.55	3.62	4.4	4.27	3.73	5.85	6.39	4.56
RPL26P37	gene36940	441533	ribosomal protein L26 pseudogene 37	Y	NA	0.13	0.14	0.15	0	0	0	0	0	0
TUSC2P1	gene36941	359794	tumor suppressor candidate 2 pseudogene 1	Y	NA	0	0	0	0	0	0	0.04	0	0
RBMY2GP	gene36948	378952	RNA binding motif protein, Y-linked, family 2, member G pseudogene	Y	NA	0.28	0.34	0.37	0.25	0.22	0.29	0.59	0.48	0.23
AMELY	gene36957	266	amelogenin, Y-linked	Y	  -6733959	0	0	0	0	0	0	0.14	0	0.13
TBL1Y	gene36959	90665	transducin (beta)-like 1, Y-linked	Y	   6778727	0.88	1.44	0.96	0.77	0.5	0.15	1.15	1.43	0.72
GPR143P	gene36961	352896	G protein-coupled receptor 143 pseudogene	Y	NA	0	0	0	0	0	0	0	0.01	0
PRKY	gene36962	5616	protein kinase, Y-linked, pseudogene	Y	   7142013	0.54	1.14	1.13	0.4	0.86	0.73	1.64	1.25	0.54
RBMY2HP	gene36963	378953	RNA binding motif protein, Y-linked, family 2, member H pseudogene	Y	NA	0	0	0	0	0	0	0	0.01	0
RFTN1P1	gene36966	360015	raftlin, lipid raft linker 1 pseudogene 1	Y	NA	0	0.02	0.01	0	0	0.01	0.02	0.02	0.01
OSR1	gene3697	130497	odd-skipped related transciption factor 1	2	 -19551246	0.1	0.21	0.15	0.03	0.31	0.31	0.16	0.2	0.02
TRIM60P2Y	gene36970	100420363	tripartite motif containing 60 pseudogene 2, Y-linked	Y	NA	0	0	0.04	0	0	0.04	0	0	0.03
ZNF736P9Y	gene36974	100419726	zinc finger protein 736 pseudogene 9, Y-linked	Y	NA	0.17	0.19	0.27	0.12	0.28	0.21	0.14	0.42	0
RBMY2JP	gene36975	378955	RNA binding motif protein, Y-linked, family 2, member J pseudogene	Y	NA	0.19	0.38	0.35	0.12	0.23	0.18	0.55	0.44	0.09
RBMY2KP	gene36978	140100	RNA binding motif protein, Y-linked, family 2, member K pseudogene	Y	NA	0.02	0.03	0.03	0.02	0.02	0.01	0.07	0.07	0.02
CISD1P1	gene3698	130500	CDGSH iron sulfur domain 1 pseudogene 1	2	NA	0.1	0.11	0	0	0	0	0.26	0.13	0.08
FLJ12334	gene3699	NA	NA	NA	NA	0.04	0.13	0.05	0	0.02	0.02	0.23	0.17	0.03
RBMY2MP	gene36991	140101	RNA binding motif protein, Y-linked, family 2, member M pseudogene	Y	NA	0.01	0.01	0.01	0	0.01	0.01	0.02	0.01	0
OFD1P3Y	gene36993	386687	OFD1 pseudogene 3, Y-linked	Y	NA	0	0	0	0	0.01	0	0.01	0	0
USP9YP4	gene36996	387359	ubiquitin specific peptidase 9, Y-linked pseudogene 4	Y	NA	0.07	0.14	0.15	0.06	0.09	0.08	0.26	0.18	0.08
RBMY1GP	gene36999	100287769	RNA binding motif protein, Y-linked, family 1, member G, pseudogene	Y	NA	0	0	0	0	0	0	0	0.01	0
HES4	gene37	57801	hes family bHLH transcription factor 4	1	   -934342;    -934344	17.5	42.97	32.37	1.15	16.94	8.97	6.88	6.93	0.43
RNU1-4	gene370	6060	RNA, U1 small nuclear 4	1	NA	5227.28	4900.46	5349.09	7811.09	2232.24	4559.74	1347.55	966.68	10792.28
TTC32	gene3700	130502	tetratricopeptide repeat domain 32	2	 -20096514	2.52	3.27	2.71	1.87	0.7	1.39	3.13	2.35	0.91
WDR35	gene3701	57539	WD repeat domain 35	2	 -20110029	3.03	3.56	2.58	2.88	1.52	1.34	7.59	5.08	3.21
RNFT1P1	gene3702	100420886	ring finger protein, transmembrane 1 pseudogene 1	2	NA	0	0	0.13	0.06	0	0	0.14	0	0
MATN3	gene3703	4148	matrilin 3	2	 -20191813	0.72	5.19	5.94	1.61	4.42	4.58	0.58	0.54	1.49
RBMY2QP	gene37032	379006	RNA binding motif protein, Y-linked, family 2, member Q pseudogene	Y	NA	0	0	0.01	0	0	0.01	0	0	0
LAPTM4A	gene3704	9741	lysosomal protein transmembrane 4 alpha	2	 -20232411	54.06	68.53	60.94	42.37	74.63	67.46	99.04	73.19	41.19
RNA18SP2	gene37040	359724	RNA, 18S ribosomal pseudogene 2	Y	NA	4.19	4.14	5.1	5.82	4	4.77	2.32	2.92	4.73
FAM201C	gene37043	100132230	family with sequence similarity 201, member C	Y	NA	0	0.06	0.06	0	0	0	0	0	0
ANKRD57P1	gene37045	100131984	ankyrin repeat domain 57 pseudogene 1	Y	NA	0	0	0	0	0	0	0.09	0	0
LINC00268-2P	gene37046	100288610	long intergenic non-protein coding RNA 268-2, pseudogene	Y	NA	0	0	0	0	0	0	0.04	0	0.04
ANKRD20A6P	gene37047	728157	ankyrin repeat domain 20 family, member A6, pseudogene	Y	NA	0	0	0	0	0.1	0	0.14	0.2	0
CHEK2P1	gene37056	100133012	checkpoint kinase 2 pseudogene 1	Y	NA	0.05	0.14	0.1	0.05	0.08	0.02	0.14	0.28	0.11
MXRA5P1	gene37059	NA	NA	NA	NA	0	0.04	0.06	0.01	0.01	0.03	0	0	0
SDC1	gene3706	6382	syndecan 1	2	 -20400558	7.07	10.72	9.89	7.77	6.18	4.53	11.92	13.52	9.2
RPS24P1	gene37060	23756	ribosomal protein S24 pseudogene 1	Y	NA	0.02	0.03	0.04	0.02	0.01	0.02	0.1	0.02	0.01
ARSFP1	gene37061	23757	arylsulfatase F pseudogene 1	Y	NA	0.01	0.03	0.05	0.02	0.01	0.04	0.07	0.14	0.01
ARSEP1	gene37063	10033	arylsulfatase E pseudogene 1	Y	NA	0.01	0.03	0.03	0.01	0.03	0.01	0.06	0.04	0.01
ARSDP1	gene37064	10034	arylsulfatase D pseudogene 1	Y	NA	0.01	0.03	0.03	0.01	0.01	0.02	0.07	0.04	0
GYG2P1	gene37065	352887	glycogenin 2 pseudogene 1	Y	 -14517915	0	0.09	0.1	0.27	0.5	0	0.07	0.2	0.06
XGPY	gene37066	NA	NA	NA	NA	0.02	0.03	0.03	0.01	0.02	0.02	0.08	0.05	0.01
MED14P1	gene37068	359791	mediator complex subunit 14 pseudogene 1	Y	NA	0.09	0.17	0.17	0.09	0.09	0.11	0.32	0.16	0.06
TTTY15	gene37069	64595	testis-specific transcript, Y-linked 15 (non-protein coding)	Y	  14774298	1.77	2.97	2.63	1.8	1.53	1.68	3.07	2.2	1.76
LOC100131373	gene3707	100131373	uncharacterized LOC100131373	2	NA	0.04	0.07	0.05	0.02	0.03	0	0.07	0.17	0.02
USP9Y	gene37070	8287	ubiquitin specific peptidase 9, Y-linked	Y	  14813160	2.61	3.91	3.28	2.09	2.87	2.6	4.13	3.81	2.1
CDY4P	gene37071	386729	chromodomain protein, Y-linked 4 pseudogene	Y	NA	0	0	0	0	0	0	0	0.02	0
DDX3Y	gene37072	8653	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked	Y	  15016019;   15016699	9.34	14.11	10.72	8.67	10.01	10.27	16.51	16.12	8.45
CASKP1	gene37073	10029	calcium/calmodulin-dependent serine protein kinase (MAGUK family) pseudogene 1	Y	NA	0.02	0.02	0.04	0.01	0.02	0.02	0.13	0.11	0.01
SFPQP1	gene37074	23758	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated) pseudogene 1	Y	NA	0	0.27	0.18	0.76	0	0.02	0.05	0	0.63
TAB3P1	gene37075	643199	TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1	Y	NA	0.8	0.93	0.96	0.87	0.51	0.44	1.41	1.08	0.84
UTY	gene37077	7404	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	Y	 -15434914;  -15409389;  -15360259	3.35	3.66	3.6	1.74	4.31	3.99	4.05	3.85	1.5
PSMA6P1	gene37078	64596	proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 1	Y	NA	0	0	0	0	0	0	0	0.08	0
TMSB4Y	gene37079	9087	thymosin beta 4, Y-linked	Y	  15815447	1.37	0.92	0.9	1.84	0.18	0.57	2.53	2.17	2.28
LOC151457	gene3708	151457	developmentally regulated GTP binding protein 1 pseudogene	2	NA	0	0	0.11	0	0	0	0.04	0	0
KALP	gene37081	3734	Kallmann syndrome sequence pseudogene	Y	NA	0.74	0.93	0.8	0.57	0.36	0.23	0.93	0.92	0.75
VCY1B	gene37083	353513	variable charge, Y-linked 1B	Y	 -16097652;   16168102	0	0.15	0.33	0	0	0	0	0	0.22
NLGN4Y	gene37086	22829	neuroligin 4, Y-linked	Y	  16634488;   16636454;   16635626;   16733901;   16635385	4.96	7.4	6.19	6.72	5.22	6.86	6.91	6.83	8.3
AGKP1	gene37087	359793	acylglycerol kinase pseudogene 1	Y	NA	0	0.09	0.19	0.11	0.13	0.06	0.07	0.07	0.02
NLGN4Y-AS1	gene37088	100874056	NLGN4Y antisense RNA 1	Y	 -16905522	0	0	0	0	0	0	0	0.18	0
PUM2	gene3709	23369	pumilio RNA-binding family member 2	2	 -20448453	11.37	19.63	17.32	10.76	11.78	10.24	21.15	19.25	10.99
CYCSP46	gene37090	286550	cytochrome c, somatic pseudogene 46	Y	NA	0	0.07	0	0	0	0	0	0	0
HDHD1P1	gene37091	327658	haloacid dehalogenase-like hydrolase domain containing 1 pseudogene 1	Y	NA	0	0.07	0.14	0	0.04	0.04	0.03	0.04	0.02
STSP1	gene37092	6803	steroid sulfatase (microsomal) pseudogene 1	Y	NA	0.02	0.03	0.03	0	0.03	0.01	0.03	0.03	0.02
SURF6P1	gene37093	643470	surfeit 6 pseudogene 1	Y	NA	0.04	0.06	0.09	0.05	0.04	0.04	0.21	0.23	0.07
TUBB1P2	gene37095	140004	tubulin, beta 1 class VI pseudogene 2	Y	NA	0	0	0	0.01	0	0	0	0	0
FAM224B	gene37096	401629	family with sequence similarity 224, member B (non-protein coding)	Y	 -19687041;   20488440	0	0	0	0	0	0	0	0.88	0
CROCCP4	gene371	100421113	ciliary rootlet coiled-coil, rootletin pseudogene 4	1	NA	0.29	0.03	0.11	0	0	0.23	0.4	0.47	0
LOC100421404	gene3710	100421404	retinitis pigmentosa 9 (autosomal dominant) pseudogene	2	NA	0.49	0.74	0.23	0.83	0.59	0.7	1.3	1.07	0.68
ACTG1P2	gene37102	74	actin, gamma 1 pseudogene 2	Y	NA	2.02	3.33	4.88	2.67	2.26	3.36	4.24	3.49	1.29
OFD1P1Y	gene37106	378009	OFD1 pseudogene 1, Y-linked	Y	NA	0	0	0	0	0	0	0.01	0	0
CDY6P	gene37109	386730	chromodomain protein, Y-linked 6 pseudogene	Y	NA	0	0	0	0.01	0	0	0.01	0	0
SLC7A15P	gene3711	100289450	solute carrier family 7, member 15, pseudogene	2	NA	0.02	0.04	0.06	0.03	0.01	0.05	0.12	0.16	0.02
USP9YP6	gene37111	100462820	ubiquitin specific peptidase 9, Y-linked pseudogene 6	Y	NA	0	0	0	0	0.02	0	0.03	0.01	0
CDY7P	gene37112	386731	chromodomain protein, Y-linked 7 pseudogene	Y	NA	0	0	0	0	0	0	0.02	0	0
CDY8P	gene37114	386732	chromodomain protein, Y-linked 8 pseudogene	Y	NA	0	0	0	0.01	0	0	0.01	0	0
RHOB	gene3712	388	ras homolog family member B	2	  20646835	23.93	44.44	46.09	12.45	52.35	32.04	35.39	36.05	8.54
PRYP2	gene37121	442864	PTPN13-like, Y-linked pseudogene 2	Y	NA	0.03	0	0	0	0	0	0.05	0.05	0
TAF9P2	gene37123	360003	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa pseudogene 2	Y	NA	0	0	0	0.06	0	0	0	0	0
FAM224A	gene37125	401630	family with sequence similarity 224, member A (non-protein coding)	Y	 -19687064;   20488419	0.37	0.2	0	0.19	0	0	0.75	0	0
TUBB1P1	gene37126	349448	tubulin, beta 1 class VI pseudogene 1	Y	NA	0	0	0	0.01	0	0	0	0	0
USP9YP5	gene37130	100421217	ubiquitin specific peptidase 9, Y-linked pseudogene 5	Y	NA	0	0	0	0	0	0	0.01	0	0
XKRYP1	gene37131	379028	XK, Kell blood group complex subunit-related, Y-linked pseudogene 1	Y	NA	0	0	0.04	0	0	0	0	0	0
USP9YP1	gene37133	387362	ubiquitin specific peptidase 9, Y-linked pseudogene 1	Y	NA	0	0.01	0	0	0	0	0	0	0
HSFY1	gene37134	86614	heat shock transcription factor, Y-linked 1	Y	  20708577;  -20893326;   20708574;  -20933700	0	0	0	0	0	0	0	0	0.03
OFD1P5Y	gene37136	386689	OFD1 pseudogene 5, Y-linked	Y	NA	0	0.01	0	0	0	0	0.01	0	0
TRAPPC2P7	gene37138	392597	trafficking protein particle complex 2 pseudogene 7	Y	NA	0	0	0	0	0	0	0.02	0	0
RPS25P3	gene3714	100271101	ribosomal protein S25 pseudogene 3	2	NA	0	0	0	0	0	0	0.21	0	0
USP9YP2	gene37142	387363	ubiquitin specific peptidase 9, Y-linked pseudogene 2	Y	NA	0	0.01	0	0	0	0	0	0	0
XKRYP2	gene37143	379029	XK, Kell blood group complex subunit-related, Y-linked pseudogene 2	Y	NA	0	0	0.04	0	0	0	0	0	0
USP9YP10	gene37144	100421222	ubiquitin specific peptidase 9, Y-linked pseudogene 10	Y	NA	0	0	0	0	0	0	0.01	0	0
NCRNA00185	gene37147	NA	NA	NA	NA	0.38	0.5	0.29	0.27	0.25	0.1	0.66	0.77	0.19
CD24P4	gene37149	938	CD24 molecule pseudogene 4	Y	NA	128.45	214.29	169.54	293.69	96.88	102.54	179.31	173.97	359.84
HS1BP3	gene3715	64342	HCLS1 binding protein 3	2	 -20817564	4.86	5.57	4.23	2.24	5.07	4.15	8.05	7.19	1.23
TTTY14	gene37150	83869	testis-specific transcript, Y-linked 14 (non-protein coding)	Y	 -21094585	0.33	0.53	0.38	0	0	0	0.41	0.6	0.38
BCORP1	gene37152	286554	BCL6 corepressor pseudogene 1	Y	 -21617317	0.07	0.02	0	0.07	0.02	0.02	0.12	0.17	0
TXLNG2P	gene37154	NA	NA	NA	NA	7.33	6.51	5.49	4.64	3.93	4.54	10.86	9.73	4.85
KDM5D	gene37155	8284	lysine (K)-specific demethylase 5D	Y	 -21867301	5	6.18	5.12	2.67	5.57	4.34	9.87	8.08	2.81
GDF7	gene3716	151449	growth differentiation factor 7	2	  20866424	1.4	0.83	0.95	0.03	0.36	0.36	0.79	1.27	0.02
TTTY10	gene37160	246119	testis-specific transcript, Y-linked 10 (non-protein coding)	Y	 -22627554	0	0.04	0.04	0	0.05	0	0.06	0.09	0
EIF1AY	gene37162	9086	eukaryotic translation initiation factor 1A, Y-linked	Y	  22737611	5.4	7.97	7.43	6.06	6.84	6.24	9.22	8.63	5.56
TBL1YP1	gene37164	286555	transducin (beta)-like 1, Y-linked pseudogene 1	Y	NA	0.03	0.06	0.06	0.01	0.04	0.01	0.07	0.08	0
HSFY4P	gene37166	643987	heat shock transcription factor, Y-linked 4, pseudogene	Y	NA	0.19	0.22	0.24	0.15	0.14	0.15	0.43	0.35	0.14
TMEM167AP1	gene37168	360028	transmembrane protein 167A pseudogene 1	Y	NA	0.01	0.07	0.06	0.1	0.01	0.01	0.06	0.05	0.12
C2orf43	gene3717	60526	chromosome 2 open reading frame 43	2	 -20884818	8.08	10.93	8.23	5.1	7.05	6.01	14.28	12.13	5.52
RBMY2SP	gene37171	379007	RNA binding motif protein, Y-linked, family 2, member S pseudogene	Y	NA	0.07	0.08	0.05	0.01	0.06	0.05	0.14	0.13	0.03
